iter	Passed	Remaining
1671	18186	90584
1672	18195	90566
1673	18206	90552
1674	18214	90531
1675	18226	90521
1676	18245	90550
1677	18269	90607
1678	18336	90876
1679	18367	90962
1680	18379	90956
1681	18391	90950
1682	18400	90932
1683	18409	90911
1684	18419	90894
1685	18428	90875
1686	18438	90857
1687	18446	90835
1688	18455	90815
1689	18464	90795
1690	18474	90777
1691	18483	90756
1692	18491	90733
1693	18501	90716
1694	18510	90694
1695	18519	90677
1696	18529	90657
1697	18538	90638
1698	18547	90620
1699	18556	90599
1700	18566	90584
1701	18575	90562
1702	18584	90545
1703	18594	90527
1704	18603	90506
1705	18612	90488
1706	18620	90464
1707	18630	90448
1708	18640	90430
1709	18650	90416
1710	18661	90405
1711	18670	90388
1712	18680	90369
1713	18689	90352
1714	18700	90338
1715	18710	90326
1716	18721	90314
1717	18732	90303
1718	18745	90302
1719	18754	90283
1720	18765	90271
1721	18776	90262
1722	18786	90245
1723	18797	90235
1724	18806	90218
1725	18816	90203
1726	18828	90197
1727	18840	90191
1728	18853	90190
1729	18866	90189
1730	18878	90181
1731	18891	90180
1732	18904	90179
1733	18919	90187
1734	18933	90191
1735	18944	90183
1736	18954	90168
1737	18966	90159
1738	18976	90148
1739	18986	90132
1740	18998	90125
1741	19010	90118
1742	19022	90113
1743	19034	90106
1744	19045	90096
1745	19056	90086
1746	19067	90079
1747	19078	90068
1748	19089	90057
1749	19099	90041
1750	19109	90026
1751	19120	90012
1752	19132	90008
1753	19141	89990
1754	19153	89981
1755	19162	89962
1756	19172	89948
1757	19184	89941
1758	19193	89921
1759	19203	89909
1760	19215	89900
1761	19226	89889
1762	19238	89886
1763	19250	89877
1764	19261	89867
1765	19272	89857
1766	19283	89847
1767	19293	89832
1768	19303	89819
1769	19315	89812
1770	19326	89801
1771	19337	89792
1772	19349	89784
1773	19359	89770
1774	19371	89763
1775	19382	89751
1776	19393	89742
1777	19405	89735
1778	19415	89723
1779	19425	89707
1780	19436	89697
1781	19448	89689
1782	19459	89679
1783	19471	89671
1784	19481	89659
1785	19493	89654
1786	19505	89645
1787	19518	89645
1788	19532	89650
1789	19545	89647
1790	19557	89639
1791	19568	89630
1792	19580	89624
1793	19591	89615
1794	19604	89612
1795	19616	89605
1796	19627	89597
1797	19638	89583
1798	19649	89574
1799	19660	89566
1800	19672	89560
1801	19685	89554
1802	19696	89547
1803	19707	89537
1804	19718	89526
1805	19730	89516
1806	19741	89510
1807	19753	89503
1808	19765	89498
1809	19777	89489
1810	19788	89481
1811	19801	89477
1812	19812	89466
1813	19824	89462
1814	19836	89453
1815	19847	89445
1816	19859	89436
1817	19870	89429
1818	19883	89425
1819	19895	89422
1820	19910	89427
1821	19923	89424
1822	19935	89418
1823	19946	89411
1824	19958	89401
1825	19968	89388
1826	19979	89375
1827	19989	89362
1828	19999	89347
1829	20011	89340
1830	20021	89325
1831	20031	89311
1832	20041	89297
1833	20052	89283
1834	20062	89269
1835	20073	89257
1836	20082	89239
1837	20092	89224
1838	20102	89210
1839	20112	89193
1840	20122	89181
1841	20131	89160
1842	20141	89147
1843	20152	89133
1844	20161	89114
1845	20172	89105
1846	20183	89092
1847	20193	89076
1848	20204	89066
1849	20215	89058
1850	20225	89041
1851	20234	89024
1852	20244	89008
1853	20255	88996
1854	20265	88980
1855	20274	88962
1856	20284	88946
1857	20293	88929
1858	20303	88915
1859	20313	88899
1860	20326	88899
1861	20337	88887
1862	20349	88879
1863	20360	88870
1864	20369	88852
1865	20380	88840
1866	20390	88825
1867	20400	88807
1868	20409	88792
1869	20419	88775
1870	20429	88761
1871	20440	88750
1872	20450	88733
1873	20462	88728
1874	20474	88722
1875	20485	88713
1876	20497	88707
1877	20510	88702
1878	20521	88694
1879	20533	88687
1880	20545	88681
1881	20557	88673
1882	20567	88660
1883	20578	88648
1884	20589	88639
1885	20599	88623
1886	20610	88612
1887	20621	88602
1888	20632	88590
1889	20642	88578
1890	20653	88565
1891	20663	88551
1892	20675	88546
1893	20685	88532
1894	20697	88523
1895	20709	88517
1896	20722	88514
1897	20733	88506
1898	20746	88501
1899	20758	88495
1900	20769	88485
1901	20779	88472
1902	20791	88464
1903	20801	88451
1904	20811	88437
1905	20823	88430
1906	20834	88417
1907	20844	88404
1908	20856	88396
1909	20867	88384
1910	20876	88369
1911	20888	88360
1912	20901	88359
1913	20912	88346
1914	20923	88338
1915	20933	88324
1916	20943	88309
1917	20955	88302
1918	20965	88288
1919	20976	88274
1920	20987	88266
1921	20998	88252
1922	21007	88237
1923	21017	88222
1924	21027	88205
1925	21038	88195
1926	21049	88183
1927	21059	88169
1928	21071	88162
1929	21081	88147
1930	21090	88130
1931	21101	88118
1932	21113	88113
1933	21123	88100
1934	21136	88094
1935	21146	88080
1936	21155	88063
1937	21165	88049
1938	21176	88036
1939	21186	88023
1940	21196	88005
1941	21205	87989
1942	21216	87979
1943	21226	87965
1944	21236	87948
1945	21246	87934
1946	21255	87913
1947	21265	87901
1948	21276	87888
1949	21288	87882
1950	21298	87867
1951	21307	87851
1952	21317	87833
1953	21327	87820
1954	21337	87806
1955	21348	87796
1956	21359	87786
1957	21370	87775
1958	21380	87760
1959	21390	87745
1960	21400	87731
1961	21411	87718
1962	21420	87701
1963	21431	87690
1964	21441	87674
1965	21449	87654
1966	21460	87640
1967	21469	87621
1968	21479	87608
1969	21489	87594
1970	21498	87576
1971	21511	87572
1972	21522	87564
1973	21532	87547
1974	21543	87535
1975	21555	87529
1976	21565	87515
1977	21574	87499
1978	21584	87483
1979	21594	87469
1980	21604	87454
1981	21614	87439
1982	21624	87425
1983	21633	87406
1984	21643	87393
1985	21653	87378
1986	21662	87359
1987	21672	87343
1988	21681	87325
1989	21691	87312
1990	21702	87299
1991	21711	87282
1992	21822	87674
1993	21836	87675
1994	21848	87668
1995	21859	87657
1996	21871	87649
1997	21881	87635
1998	21892	87626
1999	21903	87614
2000	21913	87599
2001	21926	87597
2002	21938	87589
2003	21950	87581
2004	21959	87565
2005	21970	87554
2006	21981	87544
2007	21991	87526
2008	22001	87514
2009	22011	87499
2010	22022	87486
2011	22031	87470
2012	22042	87456
2013	22053	87446
2014	22062	87430
2015	22073	87416
2016	22082	87400
2017	22092	87384
2018	22103	87373
2019	22113	87358
2020	22122	87342
2021	22133	87329
2022	22145	87322
2023	22156	87313
2024	22168	87305
2025	22178	87289
2026	22187	87274
2027	22200	87267
2028	22209	87251
2029	22219	87235
2030	22229	87222
2031	22238	87203
2032	22248	87187
2033	22258	87173
2034	22269	87162
2035	22280	87150
2036	22289	87132
2037	22299	87120
2038	22308	87102
2039	22321	87098
2040	22333	87092
2041	22344	87078
2042	22354	87066
2043	22365	87055
2044	22376	87043
2045	22385	87027
2046	22396	87015
2047	22405	86996
2048	22416	86987
2049	22426	86969
2050	22434	86949
2051	22444	86933
2052	22454	86918
2053	22465	86907
2054	22474	86889
2055	22483	86872
2056	22494	86861
2057	22503	86841
2058	22513	86828
2059	22522	86810
2060	22531	86792
2061	22540	86773
2062	22548	86752
2063	22558	86735
2064	22570	86730
2065	22581	86719
2066	22591	86706
2067	22599	86684
2068	22610	86671
2069	22619	86654
2070	22628	86635
2071	22637	86615
2072	22645	86596
2073	22655	86578
2074	22663	86557
2075	22672	86541
2076	22681	86522
2077	22691	86505
2078	22699	86486
2079	22711	86476
2080	22723	86470
2081	22736	86467
2082	22745	86452
2083	22756	86440
2084	22768	86431
2085	22778	86418
2086	22788	86404
2087	22798	86391
2088	22810	86382
2089	22822	86375
2090	22833	86363
2091	22843	86349
2092	22853	86337
2093	22865	86329
2094	22876	86318
2095	22887	86310
2096	22899	86300
2097	22911	86294
2098	22925	86296
2099	22939	86296
2100	22950	86286
2101	22961	86276
2102	22973	86268
2103	22984	86257
2104	22995	86247
2105	23006	86236
2106	23018	86227
2107	23029	86220
2108	23043	86217
2109	23055	86213
2110	23067	86207
2111	23079	86199
2112	23091	86192
2113	23106	86195
2114	23121	86199
2115	23138	86210
2116	23163	86252
2117	23179	86261
2118	23195	86270
2119	23210	86273
2120	23224	86272
2121	23237	86269
2122	23250	86268
2123	23265	86269
2124	23278	86266
2125	23292	86268
2126	23304	86259
2127	23317	86257
2128	23330	86252
2129	23340	86240
2130	23352	86231
2131	23364	86225
2132	23378	86226
2133	23392	86224
2134	23404	86219
2135	23416	86210
2136	23428	86203
2137	23440	86195
2138	23451	86186
2139	23462	86174
2140	23472	86160
2141	23483	86149
2142	23492	86133
2143	23502	86116
2144	23512	86102
2145	23521	86084
2146	23531	86071
2147	23542	86057
2148	23554	86051
2149	23564	86037
2150	23575	86025
2151	23585	86011
2152	23597	86003
2153	23606	85987
2154	23615	85968
2155	23625	85954
2156	23634	85937
2157	23644	85923
2158	23654	85908
2159	23663	85890
2160	23673	85875
2161	23683	85860
2162	23694	85849
2163	23703	85832
2164	23713	85817
2165	23723	85803
2166	23732	85786
2167	23743	85775
2168	23752	85757
2169	23762	85741
2170	23772	85726
2171	23780	85705
2172	23789	85688
2173	23799	85673
2174	23809	85658
2175	23818	85641
2176	23828	85625
2177	23838	85612
2178	23847	85594
2179	23857	85579
2180	23866	85562
2181	23876	85548
2182	23886	85535
2183	23897	85521
2184	23907	85508
2185	23917	85493
2186	23926	85476
2187	23936	85463
2188	23949	85457
2189	23959	85444
2190	23969	85429
2191	23980	85418
2192	24007	85466
2193	24017	85453
2194	24026	85433
2195	24036	85418
2196	24045	85402
2197	24055	85388
2198	24065	85371
2199	24074	85355
2200	24085	85342
2201	24094	85325
2202	24104	85311
2203	24114	85296
2204	24124	85283
2205	24134	85270
2206	24144	85254
2207	24153	85237
2208	24163	85222
2209	24173	85207
2210	24182	85191
2211	24191	85172
2212	24201	85159
2213	24209	85139
2214	24220	85127
2215	24230	85113
2216	24239	85095
2217	24249	85081
2218	24258	85064
2219	24268	85050
2220	24278	85035
2221	24287	85017
2222	24298	85005
2223	24307	84989
2224	24320	84986
2225	24330	84971
2226	24342	84964
2227	24354	84957
2228	24367	84951
2229	24377	84937
2230	24387	84923
2231	24397	84911
2232	24406	84891
2233	24416	84878
2234	24425	84862
2235	24436	84849
2236	24446	84836
2237	24455	84818
2238	24465	84804
2239	24474	84788
2240	24483	84770
2241	24493	84754
2242	24501	84735
2243	24511	84719
2244	24520	84701
2245	24530	84687
2246	24541	84676
2247	24549	84657
2248	24560	84646
2249	24569	84629
2250	24580	84618
2251	24590	84603
2252	24600	84588
2253	24610	84575
2254	24622	84566
2255	24634	84562
2256	24648	84559
2257	24659	84551
2258	24670	84539
2259	24682	84532
2260	24694	84524
2261	24705	84514
2262	24716	84504
2263	24728	84497
2264	24742	84495
2265	24753	84486
2266	24764	84473
2267	24776	84466
2268	24788	84460
2269	24798	84447
2270	24810	84440
2271	24821	84427
2272	24831	84412
2273	24841	84399
2274	24850	84383
2275	24863	84377
2276	24872	84362
2277	24882	84346
2278	24893	84335
2279	24903	84320
2280	24912	84305
2281	24924	84297
2282	24934	84283
2283	24944	84269
2284	24955	84259
2285	24965	84244
2286	24975	84232
2287	24987	84223
2288	24996	84207
2289	25007	84196
2290	25017	84182
2291	25027	84166
2292	25037	84152
2293	25046	84137
2294	25057	84124
2295	25067	84112
2296	25078	84101
2297	25089	84091
2298	25100	84078
2299	25109	84062
2300	25120	84050
2301	25128	84031
2302	25141	84026
2303	25151	84014
2304	25162	84002
2305	25172	83989
2306	25183	83978
2307	25192	83960
2308	25202	83947
2309	25212	83931
2310	25222	83917
2311	25302	84137
2312	25331	84186
2313	25350	84202
2314	25360	84187
2315	25370	84175
2316	25380	84159
2317	25390	84145
2318	25400	84133
2319	25411	84122
2320	25421	84106
2321	25432	84094
2322	25441	84079
2323	25452	84067
2324	25462	84055
2325	25473	84041
2326	25483	84029
2327	25493	84015
2328	25504	84002
2329	25513	83987
2330	25523	83972
2331	25534	83960
2332	25543	83945
2333	25555	83937
2334	25566	83927
2335	25577	83915
2336	25587	83900
2337	25597	83887
2338	25606	83870
2339	25617	83857
2340	25627	83844
2341	25636	83826
2342	25647	83816
2343	25657	83801
2344	25666	83785
2345	25676	83772
2346	25686	83756
2347	25696	83743
2348	25705	83726
2349	25716	83716
2350	25727	83704
2351	25736	83688
2352	25746	83672
2353	25755	83656
2354	25764	83639
2355	25774	83626
2356	25783	83607
2357	25793	83592
2358	25804	83581
2359	25814	83569
2360	25824	83556
2361	25834	83542
2362	25843	83524
2363	25854	83512
2364	25863	83496
2365	25873	83480
2366	25883	83466
2367	25892	83449
2368	25902	83435
2369	25910	83417
2370	25920	83401
2371	25929	83386
2372	25940	83375
2373	25953	83371
2374	25964	83358
2375	25975	83349
2376	25986	83336
2377	25994	83318
2378	26004	83305
2379	26014	83289
2380	26023	83274
2381	26033	83258
2382	26042	83241
2383	26051	83224
2384	26060	83208
2385	26070	83192
2386	26079	83175
2387	26089	83163
2388	26099	83150
2389	26109	83134
2390	26174	83297
2391	26193	83310
2392	26205	83302
2393	26215	83289
2394	26229	83287
2395	26243	83285
2396	26256	83283
2397	26269	83276
2398	26280	83266
2399	26293	83262
2400	26304	83251
2401	26317	83246
2402	26328	83236
2403	26340	83228
2404	26355	83230
2405	26367	83223
2406	26380	83219
2407	26394	83217
2408	26406	83208
2409	26417	83197
2410	26427	83184
2411	26438	83172
2412	26448	83160
2413	26460	83151
2414	26470	83139
2415	26481	83127
2416	26492	83117
2417	26502	83102
2418	26513	83092
2419	26524	83082
2420	26535	83069
2421	26548	83065
2422	26560	83056
2423	26570	83042
2424	26581	83034
2425	26592	83022
2426	26603	83012
2427	26614	82999
2428	26625	82991
2429	26637	82980
2430	26647	82967
2431	26658	82956
2432	26668	82942
2433	26680	82934
2434	26690	82922
2435	26702	82913
2436	26714	82904
2437	26724	82893
2438	26735	82881
2439	26747	82874
2440	26762	82874
2441	26773	82864
2442	26782	82847
2443	26793	82836
2444	26805	82828
2445	26817	82820
2446	26827	82807
2447	26838	82797
2448	26849	82786
2449	26861	82776
2450	26873	82767
2451	26883	82755
2452	26895	82746
2453	26905	82733
2454	26914	82716
2455	26925	82705
2456	26935	82692
2457	26945	82678
2458	26956	82666
2459	26965	82650
2460	26975	82637
2461	26986	82625
2462	26995	82607
2463	27005	82593
2464	27014	82577
2465	27024	82562
2466	27033	82547
2467	27042	82529
2468	27053	82518
2469	27066	82514
2470	27076	82501
2471	27088	82491
2472	27098	82478
2473	27108	82465
2474	27118	82452
2475	27129	82439
2476	27140	82429
2477	27154	82426
2478	27164	82415
2479	27175	82402
2480	27185	82387
2481	27194	82371
2482	27204	82359
2483	27214	82343
2484	27223	82327
2485	27233	82312
2486	27242	82297
2487	27253	82285
2488	27262	82270
2489	27272	82254
2490	27282	82241
2491	27291	82225
2492	27301	82212
2493	27312	82198
2494	27320	82181
2495	27330	82167
2496	27339	82150
2497	27350	82138
2498	27361	82129
2499	27372	82116
2500	27382	82102
2501	27391	82086
2502	27401	82073
2503	27411	82060
2504	27422	82048
2505	27433	82037
2506	27443	82024
2507	27454	82012
2508	27466	82004
2509	27477	81993
2510	27486	81979
2511	27499	81971
2512	27510	81962
2513	27521	81950
2514	27532	81940
2515	27546	81938
2516	27564	81949
2517	27575	81937
2518	27585	81923
2519	27597	81915
2520	27606	81900
2521	27616	81886
2522	27627	81873
2523	27637	81861
2524	27648	81849
2525	27659	81838
2526	27668	81821
2527	27678	81808
2528	27688	81794
2529	27697	81780
2530	27708	81768
2531	27718	81753
2532	27729	81744
2533	27740	81733
2534	27750	81719
2535	27760	81706
2536	27771	81693
2537	27781	81680
2538	27791	81667
2539	27800	81651
2540	27811	81640
2541	27821	81626
2542	27831	81610
2543	27841	81597
2544	27849	81580
2545	27861	81572
2546	27872	81559
2547	27881	81542
2548	27891	81530
2549	27901	81516
2550	27910	81498
2551	27921	81487
2552	27933	81479
2553	27946	81474
2554	27962	81480
2555	27976	81478
2556	27988	81469
2557	28000	81461
2558	28011	81450
2559	28024	81445
2560	28035	81435
2561	28046	81423
2562	28057	81413
2563	28068	81401
2564	28078	81388
2565	28089	81377
2566	28099	81364
2567	28109	81350
2568	28120	81341
2569	28131	81330
2570	28142	81319
2571	28153	81308
2572	28163	81294
2573	28173	81279
2574	28182	81264
2575	28192	81249
2576	28202	81236
2577	28211	81219
2578	28221	81207
2579	28231	81192
2580	28240	81176
2581	28250	81163
2582	28259	81147
2583	28269	81131
2584	28277	81114
2585	28287	81098
2586	28295	81080
2587	28304	81064
2588	28314	81049
2589	28322	81031
2590	28332	81017
2591	28341	81000
2592	28351	80985
2593	28362	80976
2594	28372	80963
2595	28382	80949
2596	28392	80936
2597	28403	80925
2598	28413	80909
2599	28422	80895
2600	28432	80881
2601	28442	80866
2602	28450	80849
2603	28460	80833
2604	28470	80819
2605	28480	80807
2606	28488	80789
2607	28498	80775
2608	28507	80758
2609	28515	80740
2610	28525	80726
2611	28534	80708
2612	28544	80696
2613	28553	80678
2614	28563	80665
2615	28573	80651
2616	28581	80634
2617	28592	80621
2618	28602	80608
2619	28612	80594
2620	28621	80578
2621	28630	80562
2622	28640	80548
2623	28649	80533
2624	28659	80520
2625	28670	80508
2626	28682	80500
2627	28693	80490
2628	28709	80492
2629	28726	80500
2630	28743	80506
2631	28761	80516
2632	28778	80520
2633	28794	80524
2634	28808	80522
2635	28822	80518
2636	28834	80511
2637	28847	80505
2638	28858	80496
2639	28870	80488
2640	28882	80480
2641	28896	80478
2642	28909	80471
2643	28920	80462
2644	28932	80453
2645	28943	80442
2646	28955	80434
2647	28965	80421
2648	28977	80413
2649	28988	80402
2650	28998	80388
2651	29009	80378
2652	29020	80367
2653	29030	80354
2654	29042	80344
2655	29053	80333
2656	29063	80321
2657	29074	80310
2658	29085	80299
2659	29095	80286
2660	29105	80273
2661	29115	80258
2662	29125	80245
2663	29135	80232
2664	29145	80218
2665	29155	80204
2666	29166	80194
2667	29179	80188
2668	29193	80186
2669	29204	80176
2670	29215	80164
2671	29225	80151
2672	29236	80139
2673	29245	80125
2674	29255	80112
2675	29266	80099
2676	29275	80084
2677	29286	80073
2678	29296	80058
2679	29307	80047
2680	29317	80035
2681	29327	80021
2682	29338	80009
2683	29348	79997
2684	29356	79979
2685	29366	79964
2686	29375	79948
2687	29384	79933
2688	29393	79917
2689	29403	79902
2690	29413	79890
2691	29423	79874
2692	29433	79861
2693	29442	79846
2694	29452	79833
2695	29462	79821
2696	29472	79805
2697	29483	79795
2698	29493	79782
2699	29502	79767
2700	29512	79753
2701	29523	79741
2702	29533	79729
2703	29543	79714
2704	29554	79704
2705	29566	79697
2706	29577	79686
2707	29588	79674
2708	29598	79660
2709	29607	79646
2710	29617	79631
2711	29627	79618
2712	29636	79601
2713	29645	79587
2714	29654	79570
2715	29666	79561
2716	29676	79549
2717	29686	79535
2718	29697	79524
2719	29707	79511
2720	29717	79496
2721	29726	79482
2722	29736	79469
2723	29746	79454
2724	29755	79438
2725	29764	79423
2726	29775	79411
2727	29785	79399
2728	29796	79388
2729	29807	79376
2730	29817	79363
2731	29828	79352
2732	29837	79338
2733	29847	79324
2734	29857	79310
2735	29866	79293
2736	29876	79281
2737	29886	79267
2738	29895	79251
2739	29904	79237
2740	29914	79222
2741	29925	79212
2742	29935	79198
2743	29944	79183
2744	29957	79178
2745	29968	79165
2746	29979	79155
2747	29990	79144
2748	29999	79129
2749	30009	79115
2750	30019	79103
2751	30029	79090
2752	30041	79080
2753	30050	79064
2754	30059	79049
2755	30069	79036
2756	30078	79019
2757	30088	79007
2758	30097	78991
2759	30107	78978
2760	30118	78966
2761	30127	78949
2762	30137	78936
2763	30146	78920
2764	30156	78907
2765	30166	78896
2766	30175	78879
2767	30186	78868
2768	30195	78853
2769	30205	78839
2770	30216	78828
2771	30225	78814
2772	30236	78802
2773	30246	78788
2774	30256	78775
2775	30265	78758
2776	30274	78743
2777	30284	78729
2778	30292	78713
2779	30302	78700
2780	30312	78686
2781	30321	78671
2782	30331	78657
2783	30340	78642
2784	30353	78634
2785	30362	78620
2786	30373	78608
2787	30383	78596
2788	30392	78581
2789	30402	78567
2790	30413	78555
2791	30422	78540
2792	30432	78526
2793	30441	78512
2794	30451	78499
2795	30461	78485
2796	30470	78470
2797	30480	78455
2798	30490	78443
2799	30500	78430
2800	30510	78417
2801	30520	78402
2802	30530	78389
2803	30539	78373
2804	30549	78362
2805	30559	78349
2806	30568	78331
2807	30578	78318
2808	30587	78303
2809	30597	78290
2810	30606	78275
2811	30616	78261
2812	30625	78246
2813	30634	78230
2814	30644	78217
2815	30653	78201
2816	30662	78185
2817	30671	78171
2818	30681	78156
2819	30690	78141
2820	30699	78124
2821	30708	78109
2822	30717	78094
2823	30728	78082
2824	30739	78072
2825	30751	78065
2826	30762	78053
2827	30773	78042
2828	30781	78025
2829	30791	78011
2830	30799	77993
2831	30809	77980
2832	30817	77963
2833	30826	77948
2834	30835	77931
2835	30844	77916
2836	30854	77901
2837	30863	77887
2838	30872	77872
2839	30881	77856
2840	30891	77842
2841	30900	77827
2842	30909	77812
2843	30919	77797
2844	30928	77782
2845	30937	77766
2846	30945	77750
2847	30955	77736
2848	30964	77721
2849	30974	77707
2850	30982	77690
2851	30993	77679
2852	31003	77665
2853	31011	77649
2854	31021	77635
2855	31030	77619
2856	31040	77605
2857	31048	77589
2858	31058	77574
2859	31067	77558
2860	31076	77544
2861	31085	77530
2862	31095	77515
2863	31105	77503
2864	31115	77488
2865	31124	77474
2866	31133	77457
2867	31144	77449
2868	31156	77440
2869	31167	77431
2870	31177	77417
2871	31188	77406
2872	31197	77390
2873	31206	77376
2874	31215	77361
2875	31224	77345
2876	31234	77331
2877	31243	77316
2878	31352	77548
2879	31362	77535
2880	31373	77523
2881	31382	77509
2882	31391	77494
2883	31403	77484
2884	31411	77467
2885	31421	77453
2886	31430	77439
2887	31440	77425
2888	31450	77411
2889	31459	77395
2890	31469	77384
2891	31479	77370
2892	31488	77355
2893	31499	77344
2894	31509	77331
2895	31519	77318
2896	31529	77304
2897	31538	77291
2898	31548	77277
2899	31560	77269
2900	31574	77265
2901	31586	77257
2902	31598	77249
2903	31609	77239
2904	31620	77226
2905	31630	77214
2906	31639	77200
2907	31650	77189
2908	31660	77176
2909	31670	77163
2910	31681	77151
2911	31691	77139
2912	31701	77125
2913	31711	77113
2914	31720	77097
2915	31732	77089
2916	31744	77082
2917	31755	77071
2918	31766	77060
2919	31776	77047
2920	31786	77033
2921	31797	77023
2922	31807	77011
2923	31818	76998
2924	31828	76986
2925	31839	76976
2926	31849	76962
2927	31859	76951
2928	31869	76936
2929	31879	76924
2930	31889	76910
2931	31898	76895
2932	31908	76882
2933	31917	76867
2934	31928	76856
2935	31937	76842
2936	31946	76827
2937	31957	76815
2938	31966	76800
2939	31977	76789
2940	31989	76781
2941	32001	76774
2942	32012	76761
2943	32022	76749
2944	32033	76738
2945	32045	76729
2946	32054	76715
2947	32063	76700
2948	32073	76688
2949	32083	76674
2950	32094	76662
2951	32104	76651
2952	32119	76649
2953	32130	76639
2954	32143	76632
2955	32154	76622
2956	32165	76611
2957	32176	76601
2958	32188	76594
2959	32200	76584
2960	32211	76573
2961	32222	76563
2962	32233	76552
2963	32245	76544
2964	32256	76535
2965	32268	76526
2966	32280	76518
2967	32295	76515
2968	32307	76508
2969	32317	76496
2970	32329	76486
2971	32339	76475
2972	32351	76466
2973	32361	76454
2974	32373	76445
2975	32387	76441
2976	32399	76433
2977	32412	76427
2978	32425	76420
2979	32435	76408
2980	32447	76400
2981	32458	76389
2982	32470	76381
2983	32481	76369
2984	32492	76361
2985	32503	76350
2986	32515	76341
2987	32526	76329
2988	32537	76320
2989	32550	76314
2990	32562	76305
2991	32573	76294
2992	32587	76291
2993	32601	76287
2994	32616	76286
2995	32630	76283
2996	32643	76277
2997	32658	76275
2998	32672	76272
2999	32686	76268
3000	32699	76263
3001	32713	76258
3002	32726	76253
3003	32741	76250
3004	32754	76246
3005	32766	76237
3006	32780	76234
3007	32799	76241
3008	32814	76239
3009	32827	76233
3010	32840	76227
3011	32853	76221
3012	32867	76217
3013	32879	76209
3014	32891	76200
3015	32903	76193
3016	32917	76189
3017	32931	76185
3018	32946	76184
3019	32959	76178
3020	32972	76172
3021	32985	76165
3022	32998	76158
3023	33012	76156
3024	33025	76150
3025	33036	76139
3026	33047	76127
3027	33057	76115
3028	33069	76107
3029	33080	76097
3030	33091	76085
3031	33102	76073
3032	33112	76061
3033	33122	76049
3034	33133	76037
3035	33143	76025
3036	33154	76013
3037	33165	76002
3038	33176	75992
3039	33189	75986
3040	33200	75976
3041	33210	75962
3042	33223	75956
3043	33235	75948
3044	33246	75937
3045	33258	75929
3046	33270	75920
3047	33282	75912
3048	33295	75904
3049	33307	75896
3050	33320	75890
3051	33332	75883
3052	33342	75870
3053	33354	75861
3054	33364	75849
3055	33374	75835
3056	33385	75824
3057	33396	75813
3058	33406	75800
3059	33416	75788
3060	33427	75777
3061	33437	75764
3062	33449	75755
3063	33460	75743
3064	33470	75731
3065	33480	75718
3066	33490	75706
3067	33501	75694
3068	33511	75682
3069	33521	75669
3070	33532	75657
3071	33542	75644
3072	33553	75633
3073	33565	75625
3074	33576	75616
3075	33591	75613
3076	33601	75599
3077	33616	75597
3078	33629	75593
3079	33642	75586
3080	33655	75579
3081	33665	75566
3082	33675	75554
3083	33684	75538
3084	33694	75526
3085	33706	75517
3086	33715	75503
3087	33725	75490
3088	33737	75480
3089	33746	75465
3090	33756	75452
3091	33767	75442
3092	33778	75431
3093	33787	75416
3094	33796	75400
3095	33806	75388
3096	33815	75373
3097	33826	75362
3098	33838	75354
3099	33851	75347
3100	33862	75337
3101	33874	75327
3102	33886	75319
3103	33897	75308
3104	33911	75304
3105	33925	75300
3106	33940	75297
3107	34000	75397
3108	34022	75410
3109	34041	75415
3110	34053	75408
3111	34065	75400
3112	34076	75388
3113	34089	75381
3114	34101	75374
3115	34114	75366
3116	34126	75358
3117	34140	75354
3118	34153	75347
3119	34166	75341
3120	34179	75334
3121	34191	75325
3122	34201	75313
3123	34209	75296
3124	34219	75283
3125	34228	75268
3126	34240	75258
3127	34251	75247
3128	34260	75233
3129	34270	75220
3130	34281	75208
3131	34290	75193
3132	34300	75181
3133	34310	75168
3134	34320	75154
3135	34334	75150
3136	34344	75138
3137	34355	75127
3138	34365	75114
3139	34374	75098
3140	34384	75085
3141	34393	75070
3142	34402	75055
3143	34412	75041
3144	34420	75025
3145	34429	75009
3146	34437	74992
3147	34447	74978
3148	34455	74962
3149	34467	74952
3150	34477	74939
3151	34486	74926
3152	34496	74912
3153	34505	74897
3154	34515	74884
3155	34527	74874
3156	34538	74863
3157	34550	74856
3158	34560	74843
3159	34571	74831
3160	34582	74822
3161	34593	74811
3162	34604	74799
3163	34614	74787
3164	34623	74772
3165	34632	74757
3166	34642	74743
3167	34650	74726
3168	34660	74712
3169	34668	74696
3170	34678	74682
3171	34686	74666
3172	34696	74651
3173	34704	74635
3174	34714	74621
3175	34724	74610
3176	34734	74597
3177	34746	74587
3178	34757	74577
3179	34767	74563
3180	34783	74564
3181	34801	74567
3182	34823	74580
3183	34855	74615
3184	34888	74651
3185	34900	74642
3186	34914	74637
3187	34926	74628
3188	34937	74619
3189	34949	74609
3190	34962	74602
3191	34974	74594
3192	34987	74587
3193	34999	74578
3194	35010	74568
3195	35020	74554
3196	35028	74539
3197	35039	74528
3198	35053	74522
3199	35066	74516
3200	35079	74510
3201	35091	74501
3202	35103	74492
3203	35115	74483
3204	35127	74474
3205	35140	74467
3206	35151	74458
3207	35163	74447
3208	35174	74438
3209	35186	74429
3210	35199	74421
3211	35214	74420
3212	35228	74415
3213	35242	74411
3214	35256	74406
3215	35271	74402
3216	35283	74395
3217	35294	74383
3218	35307	74378
3219	35321	74372
3220	35332	74361
3221	35344	74352
3222	35354	74340
3223	35367	74333
3224	35379	74325
