utc,open,close,high,low,volume
2024-06-06T13:16:00.000000,70606.0,70606.0,70606.0,70606.0,1
2024-06-06T20:32:00.000000,68728.0,68728.0,68728.0,68728.0,1
2024-06-07T10:47:00.000000,73099.0,73099.0,73099.0,73099.0,1
2024-06-07T11:17:00.000000,66857.0,66857.0,66857.0,66857.0,1
2024-06-10T07:34:00.000000,68440.0,68440.0,68440.0,68440.0,1
2024-06-11T11:47:00.000000,69449.0,69449.0,69449.0,69449.0,1
2024-06-11T12:12:00.000000,73175.0,73175.0,73175.0,73175.0,1
2024-06-11T12:56:00.000000,70163.0,70163.0,70163.0,70163.0,1
2024-06-11T15:43:00.000000,71521.0,71521.0,71521.0,71521.0,1
2024-06-11T15:45:00.000000,71917.0,71917.0,71917.0,71917.0,1
2024-06-13T12:09:00.000000,71115.0,71115.0,71115.0,71115.0,1
2024-06-14T12:45:00.000000,72235.0,74805.0,74805.0,72235.0,10
2024-06-14T13:22:00.000000,73499.0,73500.0,73500.0,73499.0,2
2024-06-14T13:25:00.000000,72481.0,72481.0,72481.0,72481.0,1
2024-06-14T13:54:00.000000,73600.0,73600.0,73600.0,73600.0,1
2024-06-17T13:57:00.000000,72610.0,72610.0,72610.0,72610.0,1
2024-06-17T15:08:00.000000,72609.0,72609.0,72609.0,72609.0,1
2024-06-19T14:45:00.000000,70010.0,70010.0,70010.0,70010.0,2
2024-06-19T14:51:00.000000,69913.0,69913.0,69913.0,69913.0,1
2024-06-20T09:20:00.000000,69600.0,69600.0,69600.0,69600.0,1
2024-06-20T09:30:00.000000,69880.0,70189.0,70189.0,69880.0,5
2024-06-20T11:18:00.000000,69878.0,69878.0,69878.0,69878.0,1
2024-06-20T18:16:00.000000,70411.0,70411.0,70411.0,70411.0,1
2024-06-21T07:20:00.000000,71000.0,71000.0,71000.0,71000.0,2
2024-06-21T12:16:00.000000,71060.0,71060.0,71060.0,71060.0,1
2024-06-26T07:32:00.000000,71057.0,71057.0,71057.0,71057.0,1
2024-06-26T09:45:00.000000,71146.0,71146.0,71146.0,71146.0,1
2024-06-26T09:46:00.000000,71096.0,71096.0,71096.0,71096.0,1
2024-06-26T10:11:00.000000,71286.0,71310.0,71310.0,71286.0,4
2024-06-26T10:14:00.000000,71243.0,71243.0,71243.0,71243.0,1
2024-06-26T10:27:00.000000,71349.0,71349.0,71349.0,71349.0,1
2024-06-26T10:30:00.000000,71444.0,71494.0,71494.0,71444.0,3
2024-06-26T15:20:00.000000,71500.0,71500.0,71500.0,71500.0,1
2024-06-26T15:23:00.000000,71775.0,71952.0,71952.0,71775.0,3
2024-06-26T15:26:00.000000,71958.0,71958.0,71958.0,71958.0,2
2024-06-26T16:05:00.000000,71960.0,71960.0,71960.0,71960.0,1
2024-06-26T16:20:00.000000,71960.0,71960.0,71960.0,71960.0,2
2024-06-26T16:27:00.000000,71960.0,71960.0,71960.0,71960.0,1
2024-06-26T16:30:00.000000,72216.0,72703.0,72703.0,72216.0,3
2024-06-27T14:42:00.000000,72500.0,72500.0,72500.0,72500.0,1
2024-06-27T15:19:00.000000,72400.0,72449.0,72449.0,72400.0,3
2024-06-27T15:33:00.000000,72253.0,72279.0,72279.0,72253.0,3
2024-06-27T15:37:00.000000,72373.0,72373.0,72373.0,72373.0,1
2024-07-03T18:54:00.000000,72470.0,71722.0,72470.0,71722.0,9
2024-07-04T07:09:00.000000,72015.0,72015.0,72015.0,72015.0,1
2024-07-04T07:12:00.000000,72311.0,72298.0,72312.0,72298.0,3
